"SECONDS";"PID";"VALUE";"UNITS";
"56678.684103";"Calculated boost";"-0.61325";"bar";
"56678.684103";"Intake manifold absolute pressure";"40";"kPa";
"56678.922103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"56679.162103";"Long term fuel % trim - Bank 1";"0";"%";
"56679.381103";"Calculated boost";"-0.63325";"bar";
"56679.381103";"Intake manifold absolute pressure";"38";"kPa";
"56679.616103";"Short term fuel % trim - Bank 1";"-5.46875";"%";
"56679.842103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"56680.086103";"Calculated boost";"-0.57325";"bar";
"56680.086103";"Intake manifold absolute pressure";"44";"kPa";
"56680.362103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"56680.587103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56680.829103";"Calculated boost";"-0.35325";"bar";
"56680.829103";"Intake manifold absolute pressure";"66";"kPa";
"56681.057103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"56681.284103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"56681.506103";"Calculated boost";"-0.30325";"bar";
"56681.506103";"Intake manifold absolute pressure";"71";"kPa";
"56681.767103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"56682.014103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"56682.234103";"Calculated boost";"-0.71325";"bar";
"56682.234103";"Intake manifold absolute pressure";"30";"kPa";
"56682.455103";"Short term fuel % trim - Bank 1";"0";"%";
"56682.682103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"56682.908103";"Calculated boost";"-0.52325";"bar";
"56682.908103";"Intake manifold absolute pressure";"49";"kPa";
"56683.129103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"56683.372103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"56683.603103";"Calculated boost";"-0.37325";"bar";
"56683.603103";"Intake manifold absolute pressure";"64";"kPa";
"56683.829103";"Short term fuel % trim - Bank 1";"0";"%";
"56684.049103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56684.291103";"Calculated boost";"-0.51325";"bar";
"56684.291103";"Intake manifold absolute pressure";"50";"kPa";
"56684.525103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"56684.757103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"56684.999103";"Calculated boost";"-0.64325";"bar";
"56684.999103";"Intake manifold absolute pressure";"37";"kPa";
"56685.233103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"56685.458103";"Long term fuel % trim - Bank 1";"4.6875";"%";
"56685.687103";"Calculated boost";"-0.80325";"bar";
"56685.687103";"Intake manifold absolute pressure";"21";"kPa";
"56685.902103";"Short term fuel % trim - Bank 1";"0";"%";
"56686.126103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56686.350103";"Calculated boost";"-0.80325";"bar";
"56686.350103";"Intake manifold absolute pressure";"21";"kPa";
"56686.587103";"Short term fuel % trim - Bank 1";"0";"%";
"56686.812103";"Long term fuel % trim - Bank 1";"4.6875";"%";
"56687.065103";"Calculated boost";"-0.74325";"bar";
"56687.065103";"Intake manifold absolute pressure";"27";"kPa";
"56687.293103";"Short term fuel % trim - Bank 1";"0";"%";
"56687.510103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"56687.754103";"Calculated boost";"-0.52325";"bar";
"56687.754103";"Intake manifold absolute pressure";"49";"kPa";
"56687.972103";"Short term fuel % trim - Bank 1";"0";"%";
"56688.191103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56688.415103";"Calculated boost";"-0.38325";"bar";
"56688.415103";"Intake manifold absolute pressure";"63";"kPa";
"56688.627103";"Short term fuel % trim - Bank 1";"0";"%";
"56688.863103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56689.082103";"Calculated boost";"-0.41325";"bar";
"56689.082103";"Intake manifold absolute pressure";"60";"kPa";
"56689.305103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"56689.521103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56689.746103";"Calculated boost";"-0.46325";"bar";
"56689.746103";"Intake manifold absolute pressure";"55";"kPa";
"56689.983103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"56690.204103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56690.438103";"Calculated boost";"-0.46325";"bar";
"56690.438103";"Intake manifold absolute pressure";"55";"kPa";
"56690.666103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"56690.951103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56691.196103";"Calculated boost";"-0.48325";"bar";
"56691.196103";"Intake manifold absolute pressure";"53";"kPa";
"56691.411103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"56691.642103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"56691.869103";"Calculated boost";"-0.55325";"bar";
"56691.869103";"Intake manifold absolute pressure";"46";"kPa";
"56692.095103";"Short term fuel % trim - Bank 1";"6.25";"%";
"56692.326103";"Long term fuel % trim - Bank 1";"0";"%";
"56692.537103";"Calculated boost";"-0.68325";"bar";
"56692.537103";"Intake manifold absolute pressure";"33";"kPa";
"56692.764103";"Short term fuel % trim - Bank 1";"9.375";"%";
"56693.021103";"Long term fuel % trim - Bank 1";"0";"%";
"56693.233103";"Calculated boost";"-0.68325";"bar";
"56693.233103";"Intake manifold absolute pressure";"33";"kPa";
"56693.459103";"Short term fuel % trim - Bank 1";"11.71875";"%";
"56693.682103";"Long term fuel % trim - Bank 1";"0";"%";
"56693.942103";"Calculated boost";"-0.65325";"bar";
"56693.942103";"Intake manifold absolute pressure";"36";"kPa";
"56694.176103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"56694.419103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"56694.637103";"Calculated boost";"-0.64325";"bar";
"56694.637103";"Intake manifold absolute pressure";"37";"kPa";
"56694.854103";"Short term fuel % trim - Bank 1";"4.6875";"%";
"56695.084103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"56695.305103";"Calculated boost";"-0.64325";"bar";
"56695.305103";"Intake manifold absolute pressure";"37";"kPa";
"56695.522103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"56695.764103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"56695.987103";"Calculated boost";"-0.64325";"bar";
"56695.987103";"Intake manifold absolute pressure";"37";"kPa";
"56696.247103";"Short term fuel % trim - Bank 1";"6.25";"%";
"56696.489103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"56696.700103";"Calculated boost";"-0.64325";"bar";
"56696.700103";"Intake manifold absolute pressure";"37";"kPa";
"56696.935103";"Short term fuel % trim - Bank 1";"7.8125";"%";
"56697.168103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"56697.392103";"Calculated boost";"-0.56325";"bar";
"56697.392103";"Intake manifold absolute pressure";"45";"kPa";
"56697.625103";"Short term fuel % trim - Bank 1";"8.59375";"%";
"56697.860103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"56698.082103";"Calculated boost";"-0.54325";"bar";
"56698.082103";"Intake manifold absolute pressure";"47";"kPa";
"56698.298103";"Short term fuel % trim - Bank 1";"8.59375";"%";
"56698.517103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"56698.763103";"Calculated boost";"-0.57325";"bar";
"56698.763103";"Intake manifold absolute pressure";"44";"kPa";
"56698.985103";"Short term fuel % trim - Bank 1";"12.5";"%";
"56699.212103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"56699.441103";"Calculated boost";"-0.55325";"bar";
"56699.441103";"Intake manifold absolute pressure";"46";"kPa";
"56699.677103";"Short term fuel % trim - Bank 1";"12.5";"%";
"56699.917103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56700.147103";"Calculated boost";"-0.11325";"bar";
"56700.147103";"Intake manifold absolute pressure";"90";"kPa";
"56700.361103";"Short term fuel % trim - Bank 1";"12.5";"%";
"56700.606103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"56700.865103";"Calculated boost";"-0.05325";"bar";
"56700.865103";"Intake manifold absolute pressure";"96";"kPa";
"56701.095103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"56701.340103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"56701.593103";"Calculated boost";"-0.05325";"bar";
"56701.593103";"Intake manifold absolute pressure";"96";"kPa";
"56701.812103";"Short term fuel % trim - Bank 1";"0";"%";
"56702.042103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"56702.281103";"Calculated boost";"-0.75325";"bar";
"56702.281103";"Intake manifold absolute pressure";"26";"kPa";
"56702.511103";"Short term fuel % trim - Bank 1";"0";"%";
"56702.745103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56702.989103";"Calculated boost";"-0.80325";"bar";
"56702.989103";"Intake manifold absolute pressure";"21";"kPa";
"56703.222103";"Short term fuel % trim - Bank 1";"0";"%";
"56703.450103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56703.676103";"Calculated boost";"-0.79325";"bar";
"56703.676103";"Intake manifold absolute pressure";"22";"kPa";
"56703.908103";"Short term fuel % trim - Bank 1";"0";"%";
"56704.133103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"56704.370103";"Calculated boost";"-0.80325";"bar";
"56704.370103";"Intake manifold absolute pressure";"21";"kPa";
"56704.598103";"Short term fuel % trim - Bank 1";"0";"%";
"56704.816103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"56705.046103";"Calculated boost";"-0.77325";"bar";
"56705.046103";"Intake manifold absolute pressure";"24";"kPa";
"56705.286103";"Short term fuel % trim - Bank 1";"0";"%";
"56705.519103";"Long term fuel % trim - Bank 1";"1.5625";"%";
"56705.761103";"Calculated boost";"-0.78325";"bar";
"56705.761103";"Intake manifold absolute pressure";"23";"kPa";
"56706.002103";"Short term fuel % trim - Bank 1";"0";"%";
"56706.217103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"56706.454103";"Calculated boost";"-0.78325";"bar";
"56706.454103";"Intake manifold absolute pressure";"23";"kPa";
"56706.669103";"Short term fuel % trim - Bank 1";"0";"%";
"56706.891103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"56707.111103";"Calculated boost";"-0.78325";"bar";
"56707.111103";"Intake manifold absolute pressure";"23";"kPa";
"56707.330103";"Short term fuel % trim - Bank 1";"0";"%";
"56707.572103";"Long term fuel % trim - Bank 1";"1.5625";"%";
"56707.799103";"Calculated boost";"-0.06325";"bar";
"56707.799103";"Intake manifold absolute pressure";"95";"kPa";
"56708.029103";"Short term fuel % trim - Bank 1";"7.8125";"%";
"56708.264103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56708.479103";"Calculated boost";"-0.04325";"bar";
"56708.479103";"Intake manifold absolute pressure";"97";"kPa";
"56708.696103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"56708.944103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56709.173103";"Calculated boost";"-0.05325";"bar";
"56709.173103";"Intake manifold absolute pressure";"96";"kPa";
"56709.411103";"Short term fuel % trim - Bank 1";"0";"%";
"56709.646103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56709.882103";"Calculated boost";"-0.05325";"bar";
"56709.882103";"Intake manifold absolute pressure";"96";"kPa";
"56710.099103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"56710.322103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56710.548103";"Calculated boost";"-0.05325";"bar";
"56710.548103";"Intake manifold absolute pressure";"96";"kPa";
"56710.772103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"56710.998103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"56711.223103";"Calculated boost";"-0.07325";"bar";
"56711.223103";"Intake manifold absolute pressure";"94";"kPa";
"56711.458103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"56711.677103";"Long term fuel % trim - Bank 1";"5.46875";"%";
"56711.923103";"Calculated boost";"-0.82325";"bar";
"56711.923103";"Intake manifold absolute pressure";"19";"kPa";
"56712.135103";"Short term fuel % trim - Bank 1";"0";"%";
"56712.351103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56712.616103";"Calculated boost";"-0.81325";"bar";
"56712.616103";"Intake manifold absolute pressure";"20";"kPa";
"56712.844103";"Short term fuel % trim - Bank 1";"0";"%";
"56713.071103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56713.304103";"Calculated boost";"-0.82325";"bar";
"56713.304103";"Intake manifold absolute pressure";"19";"kPa";
"56713.540103";"Short term fuel % trim - Bank 1";"0";"%";
"56713.779103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56714.016103";"Calculated boost";"-0.82325";"bar";
"56714.016103";"Intake manifold absolute pressure";"19";"kPa";
"56714.241103";"Short term fuel % trim - Bank 1";"0";"%";
"56714.465103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56714.698103";"Calculated boost";"-0.82325";"bar";
"56714.698103";"Intake manifold absolute pressure";"19";"kPa";
"56714.914103";"Short term fuel % trim - Bank 1";"0";"%";
"56715.140103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56715.365103";"Calculated boost";"-0.82325";"bar";
"56715.365103";"Intake manifold absolute pressure";"19";"kPa";
"56715.590103";"Short term fuel % trim - Bank 1";"0";"%";
"56715.809103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56716.047103";"Calculated boost";"-0.82325";"bar";
"56716.047103";"Intake manifold absolute pressure";"19";"kPa";
"56716.272103";"Short term fuel % trim - Bank 1";"0";"%";
"56716.507103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56716.750103";"Calculated boost";"-0.81325";"bar";
"56716.750103";"Intake manifold absolute pressure";"20";"kPa";
"56717.028103";"Short term fuel % trim - Bank 1";"0";"%";
"56717.259103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56717.472103";"Calculated boost";"-0.81325";"bar";
"56717.472103";"Intake manifold absolute pressure";"20";"kPa";
"56717.713103";"Short term fuel % trim - Bank 1";"0";"%";
"56717.935103";"Long term fuel % trim - Bank 1";"1.5625";"%";
"56718.172103";"Calculated boost";"-0.81325";"bar";
"56718.172103";"Intake manifold absolute pressure";"20";"kPa";
"56718.414103";"Short term fuel % trim - Bank 1";"0";"%";
"56718.633103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"56718.873103";"Calculated boost";"-0.75325";"bar";
"56718.873103";"Intake manifold absolute pressure";"26";"kPa";
"56719.118103";"Short term fuel % trim - Bank 1";"0";"%";
"56719.360103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"56719.577103";"Calculated boost";"-0.74325";"bar";
"56719.577103";"Intake manifold absolute pressure";"27";"kPa";
"56719.821103";"Short term fuel % trim - Bank 1";"4.6875";"%";
"56720.054103";"Long term fuel % trim - Bank 1";"1.5625";"%";
"56720.266103";"Calculated boost";"-0.73325";"bar";
"56720.266103";"Intake manifold absolute pressure";"28";"kPa";
"56720.497103";"Short term fuel % trim - Bank 1";"12.5";"%";
"56720.724103";"Long term fuel % trim - Bank 1";"1.5625";"%";
"56720.960103";"Calculated boost";"-0.73325";"bar";
"56720.960103";"Intake manifold absolute pressure";"28";"kPa";
"56721.189103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"56721.426103";"Long term fuel % trim - Bank 1";"0";"%";
"56721.664103";"Calculated boost";"-0.63325";"bar";
"56721.664103";"Intake manifold absolute pressure";"38";"kPa";
"56721.884103";"Short term fuel % trim - Bank 1";"13.28125";"%";
"56722.100103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56722.333103";"Calculated boost";"-0.40325";"bar";
"56722.333103";"Intake manifold absolute pressure";"61";"kPa";
"56722.547103";"Short term fuel % trim - Bank 1";"7.8125";"%";
"56722.781103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56723.021103";"Calculated boost";"-0.41325";"bar";
"56723.021103";"Intake manifold absolute pressure";"60";"kPa";
"56723.238103";"Short term fuel % trim - Bank 1";"12.5";"%";
"56723.514103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56723.750103";"Calculated boost";"-0.07325";"bar";
"56723.750103";"Intake manifold absolute pressure";"94";"kPa";
"56723.969103";"Short term fuel % trim - Bank 1";"10.15625";"%";
"56724.207103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56724.428103";"Calculated boost";"-0.52325";"bar";
"56724.428103";"Intake manifold absolute pressure";"49";"kPa";
"56724.665103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"56724.882103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56725.112103";"Calculated boost";"-0.05325";"bar";
"56725.112103";"Intake manifold absolute pressure";"96";"kPa";
"56725.335103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"56725.555103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56725.793103";"Calculated boost";"-0.04325";"bar";
"56725.793103";"Intake manifold absolute pressure";"97";"kPa";
"56726.027103";"Short term fuel % trim - Bank 1";"0";"%";
"56726.258103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56726.498103";"Calculated boost";"-0.04325";"bar";
"56726.498103";"Intake manifold absolute pressure";"97";"kPa";
"56726.715103";"Short term fuel % trim - Bank 1";"0";"%";
"56726.966103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56727.246103";"Calculated boost";"-0.04325";"bar";
"56727.246103";"Intake manifold absolute pressure";"97";"kPa";
"56727.483103";"Short term fuel % trim - Bank 1";"0";"%";
"56727.706103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56727.946103";"Calculated boost";"-0.04325";"bar";
"56727.946103";"Intake manifold absolute pressure";"97";"kPa";
"56728.185103";"Short term fuel % trim - Bank 1";"0";"%";
"56728.431103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56728.660103";"Calculated boost";"-0.04325";"bar";
"56728.660103";"Intake manifold absolute pressure";"97";"kPa";
"56728.878103";"Short term fuel % trim - Bank 1";"0";"%";
"56729.098103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56729.348103";"Calculated boost";"-0.24325";"bar";
"56729.348103";"Intake manifold absolute pressure";"77";"kPa";
"56729.597103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"56729.839103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56730.067103";"Calculated boost";"-0.82325";"bar";
"56730.067103";"Intake manifold absolute pressure";"19";"kPa";
"56730.309103";"Short term fuel % trim - Bank 1";"0";"%";
"56730.555103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56730.791103";"Calculated boost";"-0.81325";"bar";
"56730.791103";"Intake manifold absolute pressure";"20";"kPa";
"56731.057103";"Short term fuel % trim - Bank 1";"0";"%";
"56731.294103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56731.531103";"Calculated boost";"-0.80325";"bar";
"56731.531103";"Intake manifold absolute pressure";"21";"kPa";
"56731.766103";"Short term fuel % trim - Bank 1";"0";"%";
"56731.989103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56732.213103";"Calculated boost";"-0.81325";"bar";
"56732.213103";"Intake manifold absolute pressure";"20";"kPa";
"56732.484103";"Short term fuel % trim - Bank 1";"0";"%";
"56732.726103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56732.944103";"Calculated boost";"-0.80325";"bar";
"56732.944103";"Intake manifold absolute pressure";"21";"kPa";
"56733.189103";"Short term fuel % trim - Bank 1";"0";"%";
"56733.413103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56733.634103";"Calculated boost";"-0.79325";"bar";
"56733.634103";"Intake manifold absolute pressure";"22";"kPa";
"56733.855103";"Short term fuel % trim - Bank 1";"0";"%";
"56734.089103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56734.311103";"Calculated boost";"-0.79325";"bar";
"56734.311103";"Intake manifold absolute pressure";"22";"kPa";
"56734.531103";"Short term fuel % trim - Bank 1";"0";"%";
"56734.765103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56735.005103";"Calculated boost";"-0.79325";"bar";
"56735.005103";"Intake manifold absolute pressure";"22";"kPa";
"56735.227103";"Short term fuel % trim - Bank 1";"0";"%";
"56735.449103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56735.676103";"Calculated boost";"-0.79325";"bar";
"56735.676103";"Intake manifold absolute pressure";"22";"kPa";
"56735.924103";"Short term fuel % trim - Bank 1";"0";"%";
"56736.148103";"Long term fuel % trim - Bank 1";"0";"%";
"56736.383103";"Calculated boost";"-0.65325";"bar";
"56736.383103";"Intake manifold absolute pressure";"36";"kPa";
"56736.612103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"56736.865103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56737.099103";"Calculated boost";"-0.37325";"bar";
"56737.099103";"Intake manifold absolute pressure";"64";"kPa";
"56737.344103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"56737.562103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56737.785103";"Calculated boost";"-0.37325";"bar";
"56737.785103";"Intake manifold absolute pressure";"64";"kPa";
"56738.019103";"Short term fuel % trim - Bank 1";"8.59375";"%";
"56738.264103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56738.501103";"Calculated boost";"-0.40325";"bar";
"56738.501103";"Intake manifold absolute pressure";"61";"kPa";
"56738.714103";"Short term fuel % trim - Bank 1";"10.15625";"%";
"56738.960103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56739.178103";"Calculated boost";"-0.27325";"bar";
"56739.178103";"Intake manifold absolute pressure";"74";"kPa";
"56739.408103";"Short term fuel % trim - Bank 1";"11.71875";"%";
"56739.634103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"56739.855103";"Calculated boost";"-0.25325";"bar";
"56739.855103";"Intake manifold absolute pressure";"76";"kPa";
"56740.089103";"Short term fuel % trim - Bank 1";"5.46875";"%";
"56740.339103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"56740.569103";"Calculated boost";"-0.33325";"bar";
"56740.569103";"Intake manifold absolute pressure";"68";"kPa";
"56740.793103";"Short term fuel % trim - Bank 1";"5.46875";"%";
"56741.035103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56741.258103";"Calculated boost";"-0.38325";"bar";
"56741.258103";"Intake manifold absolute pressure";"63";"kPa";
"56741.480103";"Short term fuel % trim - Bank 1";"6.25";"%";
"56741.714103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56741.943103";"Calculated boost";"-0.44325";"bar";
"56741.943103";"Intake manifold absolute pressure";"57";"kPa";
"56742.167103";"Short term fuel % trim - Bank 1";"8.59375";"%";
"56742.401103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"56742.638103";"Calculated boost";"-0.43325";"bar";
"56742.638103";"Intake manifold absolute pressure";"58";"kPa";
"56742.856103";"Short term fuel % trim - Bank 1";"5.46875";"%";
"56743.089103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56743.332103";"Calculated boost";"-0.39325";"bar";
"56743.332103";"Intake manifold absolute pressure";"62";"kPa";
"56743.603103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"56743.830103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"56744.074103";"Calculated boost";"-0.74325";"bar";
"56744.074103";"Intake manifold absolute pressure";"27";"kPa";
"56744.314103";"Short term fuel % trim - Bank 1";"0";"%";
"56744.537103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56744.761103";"Calculated boost";"-0.80325";"bar";
"56744.761103";"Intake manifold absolute pressure";"21";"kPa";
"56744.998103";"Short term fuel % trim - Bank 1";"0";"%";
"56745.230103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56745.466103";"Calculated boost";"-0.79325";"bar";
"56745.466103";"Intake manifold absolute pressure";"22";"kPa";
"56745.705103";"Short term fuel % trim - Bank 1";"0";"%";
"56745.942103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56746.185103";"Calculated boost";"-0.79325";"bar";
"56746.185103";"Intake manifold absolute pressure";"22";"kPa";
"56746.419103";"Short term fuel % trim - Bank 1";"0";"%";
"56746.653103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56746.890103";"Calculated boost";"-0.05325";"bar";
"56746.890103";"Intake manifold absolute pressure";"96";"kPa";
"56747.112103";"Short term fuel % trim - Bank 1";"0";"%";
"56747.348103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56747.568103";"Calculated boost";"-0.04325";"bar";
"56747.568103";"Intake manifold absolute pressure";"97";"kPa";
"56747.807103";"Short term fuel % trim - Bank 1";"0";"%";
"56748.017103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56748.247103";"Calculated boost";"-0.04325";"bar";
"56748.247103";"Intake manifold absolute pressure";"97";"kPa";
"56748.465103";"Short term fuel % trim - Bank 1";"0";"%";
"56748.723103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"56748.939103";"Calculated boost";"-0.33325";"bar";
"56748.939103";"Intake manifold absolute pressure";"68";"kPa";
"56749.174103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"56749.413103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56749.639103";"Calculated boost";"-0.82325";"bar";
"56749.639103";"Intake manifold absolute pressure";"19";"kPa";
"56749.875103";"Short term fuel % trim - Bank 1";"0";"%";
"56750.093103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56750.313103";"Calculated boost";"-0.81325";"bar";
"56750.313103";"Intake manifold absolute pressure";"20";"kPa";
"56750.543103";"Short term fuel % trim - Bank 1";"0";"%";
"56750.780103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56751.004103";"Calculated boost";"-0.79325";"bar";
"56751.004103";"Intake manifold absolute pressure";"22";"kPa";
"56751.221103";"Short term fuel % trim - Bank 1";"0";"%";
"56751.452103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"56751.684103";"Calculated boost";"-0.45325";"bar";
"56751.684103";"Intake manifold absolute pressure";"56";"kPa";
"56751.908103";"Short term fuel % trim - Bank 1";"0";"%";
"56752.127103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"56752.339103";"Calculated boost";"-0.33325";"bar";
"56752.339103";"Intake manifold absolute pressure";"68";"kPa";
"56752.568103";"Short term fuel % trim - Bank 1";"0";"%";
"56752.818103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56753.034103";"Calculated boost";"-0.40325";"bar";
"56753.034103";"Intake manifold absolute pressure";"61";"kPa";
"56753.253103";"Short term fuel % trim - Bank 1";"0";"%";
"56753.479103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"56753.710103";"Calculated boost";"-0.44325";"bar";
"56753.710103";"Intake manifold absolute pressure";"57";"kPa";
"56753.929103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"56754.165103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"56754.390103";"Calculated boost";"-0.62325";"bar";
"56754.390103";"Intake manifold absolute pressure";"39";"kPa";
"56754.620103";"Short term fuel % trim - Bank 1";"0";"%";
"56754.845103";"Long term fuel % trim - Bank 1";"5.46875";"%";
"56755.061103";"Calculated boost";"-0.81325";"bar";
"56755.061103";"Intake manifold absolute pressure";"20";"kPa";
"56755.290103";"Short term fuel % trim - Bank 1";"0";"%";
"56755.527103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56755.768103";"Calculated boost";"-0.80325";"bar";
"56755.768103";"Intake manifold absolute pressure";"21";"kPa";
"56755.982103";"Short term fuel % trim - Bank 1";"0";"%";
"56756.203103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"56756.438103";"Calculated boost";"-0.79325";"bar";
"56756.438103";"Intake manifold absolute pressure";"22";"kPa";
"56756.673103";"Short term fuel % trim - Bank 1";"0";"%";
"56756.902103";"Long term fuel % trim - Bank 1";"99.21875";"%";
