TIME;RPM;GAZ;BENZYNA;PODCISNIENIE;CISNIENIE
56354.5;2470;4,44;8,62;0,50;0,87
56355.0;2480;4,50;8,75;0,50;0,89
56355.5;2480;4,23;8,27;0,47;0,90
56356.0;2450;2,37;4,48;0,24;0,92
56356.5;2420;0,00;0,00;0,23;0,98
56357.0;2370;0,00;0,00;0,23;1,00
56357.5;2290;0,00;0,00;0,24;0,98
56358.0;2240;0,00;0,00;0,24;0,98
56358.5;2190;0,00;0,00;0,24;0,98
56359.0;2110;0,00;0,00;0,24;1,00
56359.5;2060;0,00;0,00;0,23;1,01
56360.0;2360;5,63;10,48;0,52;0,87
56360.5;2230;6,57;11,45;0,68;0,89
56361.0;2220;5,90;10,67;0,63;0,90
56361.5;2260;5,40;10,00;0,58;0,89
56362.0;2270;5,02;9,46;0,55;0,89
56362.5;2290;4,05;8,03;0,47;0,90
56363.0;2310;3,57;7,07;0,42;0,90
56363.5;2320;3,14;5,90;0,36;0,92
56364.0;2320;2,72;4,92;0,31;0,92
56364.5;2330;2,52;4,70;0,28;0,92
56365.0;2310;2,19;4,26;0,24;0,93
56365.5;2320;2,51;4,68;0,23;0,92
56366.0;2320;0,63;1,17;0,23;1,00
56366.5;2250;0,00;0,00;0,24;1,00
56367.0;2200;0,00;0,00;0,24;1,00
56367.5;2120;0,00;0,00;0,24;1,00
56368.0;2070;0,00;0,00;0,24;1,00
56368.5;1990;0,00;0,00;0,24;1,00
56369.0;1940;0,00;0,00;0,24;1,00
56369.5;2290;2,61;4,89;0,24;0,90
56370.0;2280;3,06;5,84;0,31;0,90
56370.5;2280;3,34;6,51;0,34;0,89
56371.0;2300;3,52;6,91;0,37;0,90
56371.5;2310;3,38;6,58;0,36;0,90
56372.0;2330;3,16;5,98;0,34;0,92
56372.5;2340;2,31;4,40;0,26;0,93
56373.0;2330;1,16;2,20;0,23;1,00
56373.5;2260;0,00;0,00;0,23;1,00
56374.0;2210;0,00;0,00;0,23;1,00
56374.5;2160;0,00;0,00;0,23;1,00
56375.0;2080;0,00;0,00;0,23;1,00
56375.5;2030;0,00;0,00;0,23;1,00
56376.0;1950;0,00;0,00;0,23;1,00
56376.5;1900;0,00;0,00;0,23;1,00
56377.0;1820;0,00;0,00;0,23;1,00
56377.5;1780;0,00;0,00;0,23;1,00
56378.0;1720;0,00;0,00;0,23;1,00
56378.5;1650;0,00;0,00;0,23;1,00
56379.0;2370;2,90;5,49;0,26;0,90
56379.5;2430;3,08;5,88;0,29;0,90
56380.0;2440;3,00;5,59;0,29;0,92
56380.5;2460;2,92;5,51;0,28;0,90
56381.0;2450;2,45;4,61;0,24;0,92
56381.5;2460;2,71;4,93;0,23;0,98
56382.0;2400;0,00;0,00;0,23;0,98
56382.5;2350;0,00;0,00;0,23;1,00
56383.0;2300;0,00;0,00;0,23;1,00
56383.5;2220;0,00;0,00;0,23;1,00
56384.0;2170;0,00;0,00;0,23;1,00
56384.5;2100;0,00;0,00;0,23;1,00
56385.0;2040;0,00;0,00;0,23;1,00
56385.5;1970;0,00;0,00;0,24;0,98
56386.0;1920;0,00;0,00;0,24;0,98
56386.5;2430;3,36;6,65;0,31;0,87
56387.0;2300;5,33;10,01;0,55;0,87
56387.5;2310;6,35;11,20;0,66;0,89
56388.0;2340;7,79;12,76;0,84;0,87
56388.5;2360;8,15;13,07;0,87;0,89
56389.0;2400;8,06;13,02;0,84;0,89
56389.5;2420;5,32;9,87;0,60;0,89
56390.0;2440;4,52;8,72;0,49;0,89
56390.5;2440;4,08;8,10;0,47;0,89
56391.0;2440;4,30;8,41;0,47;0,89
56391.5;2430;4,01;8,00;0,45;0,89
56392.0;2430;3,97;7,91;0,45;0,90
56392.5;2410;3,18;6,09;0,37;0,92
56393.0;2360;2,35;4,49;0,24;0,92
56393.5;2340;2,96;5,46;0,23;0,90
56394.0;2370;6,30;11,44;0,63;0,83
56394.5;2330;6,28;11,26;0,66;0,87
56395.0;2340;5,57;10,24;0,60;0,89
56395.5;2340;3,79;7,46;0,44;0,92
56396.0;2330;2,99;5,56;0,34;0,92
56396.5;2320;2,75;5,06;0,31;0,90
56397.0;2290;3,80;7,64;0,45;0,87
56397.5;2300;5,85;10,60;0,70;0,90
56398.0;2280;5,04;9,49;0,60;0,89
56398.5;2280;3,74;7,28;0,44;0,92
56399.0;2270;2,58;4,76;0,29;0,92
56399.5;2250;2,53;4,74;0,31;0,92
56400.0;2230;2,46;4,61;0,31;0,92
56400.5;2200;2,10;4,15;0,24;0,93
56401.0;2180;2,11;4,18;0,24;0,93
56401.5;2140;2,25;4,36;0,24;0,92
56402.0;2120;2,71;5,02;0,31;0,90
56402.5;2120;2,74;4,99;0,31;0,92
56403.0;2090;2,64;4,78;0,31;0,93
56403.5;2100;5,07;9,53;0,66;0,89
56404.0;2120;5,91;10,79;0,71;0,89
56404.5;2140;5,42;10,03;0,66;0,90
56405.0;2170;5,23;9,74;0,65;0,89
56405.5;2200;4,93;9,35;0,62;0,87
56406.0;2220;4,08;8,10;0,52;0,89
56406.5;2260;4,87;9,31;0,62;0,89
56407.0;2280;5,32;9,88;0,63;0,89
56407.5;2300;4,97;9,39;0,62;0,89
56408.0;2340;4,75;9,07;0,55;0,89
56408.5;2360;4,24;8,38;0,50;0,89
56409.0;2380;2,90;5,37;0,36;0,92
56409.5;2390;2,62;4,83;0,31;0,90
56410.0;2400;3,09;5,91;0,28;0,90
56410.5;2370;1,38;2,52;0,23;0,98
56411.0;2320;0,00;0,00;0,23;0,98
56411.5;2240;0,00;0,00;0,24;0,98
56412.0;2190;0,00;0,00;0,24;0,98
56412.5;2140;0,00;0,00;0,24;0,98
56413.0;2060;0,00;0,00;0,24;1,00
56413.5;2010;0,00;0,00;0,24;1,00
56414.0;1940;0,00;0,00;0,24;1,00
56414.5;1890;0,00;0,00;0,24;1,00
56415.0;1810;0,00;0,00;0,24;1,00
56415.5;1760;0,00;0,00;0,24;1,00
56416.0;1680;0,00;0,00;0,24;1,00
56416.5;1630;0,00;0,00;0,26;0,98
56417.0;2370;2,43;4,39;0,28;0,93
56417.5;1390;2,64;4,79;0,34;0,93
56418.0;1030;9,80;14,78;0,92;0,92
56418.5;2630;5,99;10,82;0,65;0,89
56419.0;2910;9,87;15,30;1,00;0,87
56419.5;2980;10,46;16,47;1,02;0,82
56420.0;3230;10,67;16,76;1,02;0,83
56420.5;3520;10,39;16,39;0,97;0,83
56421.0;3650;6,49;10,53;0,68;1,00
56421.5;3420;2,47;3,88;0,23;1,19
56422.0;2810;4,79;9,22;0,44;0,87
56422.5;2700;4,63;8,99;0,45;0,87
56423.0;2710;4,28;8,39;0,44;0,89
56423.5;2710;3,69;7,34;0,37;0,89
56424.0;2690;2,81;5,26;0,28;0,90
56424.5;2680;2,93;5,56;0,28;0,89
56425.0;2660;2,87;5,40;0,29;0,89
56425.5;2620;2,60;4,78;0,24;0,92
56426.0;2610;2,47;4,62;0,24;0,92
56426.5;2560;2,68;4,88;0,24;0,97
56427.0;2530;0,00;0,00;0,24;1,00
56427.5;2480;0,00;0,00;0,26;0,98
56428.0;2400;0,00;0,00;0,24;1,00
56428.5;2350;0,00;0,00;0,24;1,00
56429.0;2350;2,64;4,87;0,33;0,92
56429.5;1490;2,82;5,13;0,37;0,93
56430.0;990;6,13;10,96;0,63;0,89
56430.5;2410;10,01;15,44;1,00;0,85
56431.0;2310;10,15;15,50;1,02;0,89
56431.5;2380;8,27;13,12;0,89;0,90
56432.0;2470;5,29;9,82;0,58;0,89
56432.5;2550;4,17;8,08;0,44;0,92
56433.0;2580;2,53;4,78;0,26;0,90
56433.5;2550;2,53;4,78;0,26;0,90
56434.0;2520;2,45;4,60;0,23;0,92
56434.5;2520;0,00;0,00;0,24;0,98
56435.0;2440;0,00;0,00;0,23;1,00
56435.5;2390;0,00;0,00;0,24;0,98
56436.0;2340;0,00;0,00;0,24;0,98
56436.5;2260;0,00;0,00;0,24;1,00
56437.0;2210;0,00;0,00;0,24;1,00
56437.5;2140;0,00;0,00;0,24;1,00
56438.0;2080;0,00;0,00;0,24;1,00
56438.5;2030;0,00;0,00;0,24;1,00
56439.0;1960;0,00;0,00;0,24;1,00
56439.5;1900;0,00;0,00;0,24;1,00
56440.0;1830;0,00;0,00;0,24;1,00
56440.5;1780;0,00;0,00;0,24;1,00
56441.0;1720;0,00;0,00;0,24;1,00
56441.5;1650;0,00;0,00;0,24;1,00
56442.0;1600;0,00;0,00;0,24;1,00
56442.5;1520;0,00;0,00;0,24;1,00
56443.0;1500;0,00;0,00;0,24;1,00
56443.5;1500;0,00;0,00;0,26;0,98
56444.0;1500;0,00;0,00;0,28;0,97
56444.5;2360;2,55;4,71;0,31;0,92
56445.0;1520;2,70;4,85;0,36;0,93
56445.5;1070;2,75;4,88;0,37;0,95
56446.0;900;2,80;5,00;0,39;0,95
56446.5;870;2,74;4,86;0,41;0,95
56447.0;810;2,78;4,95;0,41;0,95
56447.5;780;2,94;5,31;0,42;0,95
56448.0;770;2,94;5,30;0,42;0,95
56448.5;770;2,97;5,37;0,42;0,95
56449.0;770;2,90;5,21;0,41;0,95
56449.5;750;2,75;4,87;0,39;0,97
56450.0;750;2,68;4,67;0,39;0,95
56450.5;740;2,69;4,74;0,39;0,97
56451.0;740;2,75;4,87;0,39;0,95
56451.5;740;2,74;4,85;0,39;0,95
56452.0;750;2,70;4,76;0,39;0,95
56452.5;750;2,72;4,81;0,37;0,97
56453.0;750;3,19;5,98;0,45;0,95
56453.5;740;3,25;6,00;0,49;0,95
56454.0;730;3,24;5,98;0,49;0,95
56454.5;730;3,07;5,59;0,49;0,95
56455.0;730;3,08;5,55;0,49;0,95
56455.5;730;3,17;5,81;0,47;0,95
56456.0;740;3,17;5,82;0,47;0,95
56456.5;750;3,21;5,90;0,47;0,95
56457.0;750;3,19;5,86;0,47;0,95
56457.5;740;3,19;5,85;0,47;0,95
56458.0;740;3,21;5,90;0,47;0,95
56458.5;740;3,20;5,82;0,47;0,95
56459.0;750;3,23;5,94;0,47;0,97
56459.5;750;3,25;6,00;0,47;0,95
56460.0;750;3,19;5,86;0,47;0,95
56460.5;750;3,25;6,00;0,49;0,95
56461.0;740;3,32;6,16;0,49;0,95
56461.5;740;3,32;6,14;0,49;0,95
56462.0;750;3,27;6,05;0,49;0,97
56462.5;750;3,25;6,00;0,50;0,95
56463.0;750;3,20;5,89;0,47;0,97
56463.5;750;3,16;5,79;0,49;0,95
56464.0;750;3,21;5,89;0,49;0,95
56464.5;740;3,27;6,04;0,50;0,95
56465.0;750;3,22;5,93;0,49;0,95
56465.5;750;3,24;5,97;0,50;0,95
56466.0;750;3,18;5,84;0,49;0,95
56466.5;750;3,15;5,76;0,49;0,95
56467.0;750;3,25;6,00;0,50;0,95
56467.5;760;3,19;5,83;0,49;0,95
56468.0;760;3,17;5,81;0,49;0,95
56468.5;770;3,16;5,80;0,49;0,95
56469.0;770;3,13;5,73;0,49;0,95
56469.5;770;3,15;5,76;0,49;0,95
56470.0;760;3,28;6,07;0,50;0,95
56470.5;760;3,22;5,92;0,49;0,95
56471.0;760;3,14;5,75;0,50;0,95
56471.5;750;3,18;5,83;0,50;0,95
56472.0;750;3,21;5,91;0,50;0,95
56472.5;750;3,19;5,87;0,50;0,95
56473.0;750;3,17;5,81;0,50;0,97
56473.5;750;3,12;5,71;0,50;0,95
56474.0;740;3,18;5,83;0,50;0,97
56474.5;740;3,11;5,68;0,50;0,95
56475.0;750;3,16;5,75;0,50;0,95
56475.5;750;3,17;5,81;0,50;0,97
56476.0;750;3,16;5,80;0,50;0,95
56476.5;750;3,19;5,86;0,50;0,95
56477.0;760;3,18;5,83;0,50;0,95
56477.5;760;3,17;5,82;0,50;0,95
56478.0;760;3,18;5,83;0,49;0,95
56478.5;760;3,18;5,83;0,49;0,95
56479.0;760;3,31;6,13;0,50;0,95
56479.5;760;3,29;6,09;0,50;0,93
56480.0;760;3,25;6,00;0,50;0,95
56480.5;760;3,30;6,09;0,50;0,97
56481.0;760;3,21;5,90;0,49;0,95
56481.5;760;3,13;5,67;0,49;0,97
56482.0;760;3,14;5,74;0,49;0,95
56482.5;750;3,26;6,03;0,50;0,95
56483.0;750;3,22;5,91;0,49;0,97
56483.5;750;3,16;5,80;0,50;0,95
56484.0;750;3,16;5,79;0,50;0,95
56484.5;740;3,16;5,79;0,50;0,95
56485.0;740;3,13;5,73;0,50;0,95
56485.5;740;3,18;5,83;0,50;0,95
56486.0;740;3,14;5,74;0,49;0,95
56486.5;750;3,16;5,79;0,49;0,95
56487.0;750;3,24;5,97;0,49;0,95
56487.5;750;3,17;5,82;0,49;0,95
56488.0;750;3,13;5,72;0,49;0,95
56488.5;750;3,16;5,78;0,49;0,95
56489.0;750;3,20;5,89;0,49;0,95
56489.5;750;3,17;5,78;0,47;0,97
56490.0;750;2,91;5,19;0,45;0,95
56490.5;740;3,13;5,72;0,44;0,95
56491.0;760;3,30;6,10;0,47;0,95
56491.5;770;3,33;6,17;0,47;0,95
56492.0;770;3,29;6,08;0,49;0,95
56492.5;760;3,26;6,01;0,49;0,95
56493.0;760;3,21;5,90;0,49;0,95
56493.5;760;3,14;5,76;0,47;0,95
56494.0;750;3,12;5,69;0,47;0,95
56494.5;750;3,08;5,60;0,47;0,95
56495.0;740;3,16;5,79;0,47;0,95
56495.5;740;3,14;5,76;0,49;0,95
56496.0;740;3,08;5,60;0,47;0,95
56496.5;740;3,19;5,86;0,49;0,95
56497.0;740;3,15;5,76;0,45;0,97
56497.5;760;3,01;5,37;0,44;0,95
56498.0;780;2,83;5,02;0,41;0,95
56498.5;780;2,82;5,01;0,41;0,95
56499.0;760;2,80;5,00;0,41;0,95
56499.5;760;2,73;4,84;0,41;0,95
56500.0;750;2,72;4,81;0,41;0,95
56500.5;740;2,68;4,72;0,41;0,97
56501.0;740;2,69;4,71;0,41;0,95
56501.5;740;2,67;4,74;0,41;0,95
56502.0;740;2,65;4,71;0,41;0,95
56502.5;750;2,68;4,74;0,41;0,95
56503.0;750;2,67;4,72;0,41;0,95
56503.5;750;2,67;4,73;0,41;0,95
56504.0;750;2,69;4,75;0,41;0,95
56504.5;750;2,68;4,74;0,41;0,95
56505.0;750;2,66;4,72;0,41;0,95
56505.5;750;2,66;4,71;0,41;0,95
56506.0;750;2,92;5,26;0,44;0,95
56506.5;740;3,05;5,54;0,47;0,95
56507.0;730;3,34;6,20;0,50;0,95
56507.5;730;3,35;6,20;0,50;0,95
56508.0;740;3,30;6,10;0,50;0,95
56508.5;740;3,30;6,11;0,52;0,95
56509.0;730;3,36;6,23;0,52;0,95
56509.5;740;3,26;6,01;0,50;0,95
56510.0;740;3,22;5,92;0,50;0,95
56510.5;740;3,17;5,81;0,50;0,97
56511.0;740;3,26;6,02;0,50;0,95
56511.5;740;3,23;5,94;0,50;0,95
56512.0;740;3,22;5,93;0,52;0,95
56512.5;740;3,18;5,83;0,50;0,97
56513.0;740;3,21;5,91;0,50;0,95
56513.5;750;3,20;5,87;0,50;0,95
56514.0;750;3,24;5,96;0,50;0,95
56514.5;750;3,23;5,95;0,50;0,95
56515.0;750;3,29;6,09;0,50;0,97
56515.5;750;3,33;6,18;0,50;0,95
56516.0;750;3,30;6,09;0,50;0,95
56516.5;750;3,26;6,02;0,50;0,95
56517.0;750;3,28;6,05;0,50;0,95
56518.5;860;6,89;11,29;0,83;0,93
56519.0;1630;2,99;5,42;0,42;0,95
56519.5;1350;3,01;5,53;0,44;0,95
56520.0;970;3,64;6,85;0,54;0,95
56520.5;850;3,37;6,19;0,52;0,95
56521.0;780;3,24;5,95;0,50;0,97
56521.5;750;3,19;5,79;0,49;0,95
56522.0;740;3,14;5,76;0,45;0,97
56522.5;750;3,01;5,45;0,45;0,95
56523.0;760;3,00;5,43;0,44;0,95
56523.5;770;2,97;5,36;0,44;0,95
56524.0;760;2,94;5,24;0,45;0,95
56524.5;750;2,97;5,36;0,44;0,97
56525.0;750;2,98;5,40;0,44;0,95
56525.5;750;2,98;5,39;0,45;0,95
56526.0;750;2,97;5,35;0,44;0,97
56526.5;750;2,91;5,20;0,44;0,95
56527.0;740;2,90;5,18;0,44;0,97
56527.5;740;2,91;5,15;0,44;0,97
56528.0;740;2,91;5,23;0,44;0,95
56528.5;740;2,90;5,16;0,44;0,97
56529.0;740;3,87;7,03;0,65;0,83
56529.5;810;6,76;10,95;0,84;0,95
56530.0;1150;3,36;6,16;0,49;0,97
56530.5;1190;2,78;4,95;0,42;0,95
56531.0;1110;2,93;5,27;0,44;0,95
56531.5;960;3,07;5,60;0,47;0,93
56532.0;880;3,16;5,80;0,49;0,95
56532.5;820;3,28;6,05;0,50;0,95
56533.0;800;3,30;6,10;0,50;0,97
56533.5;790;3,32;6,16;0,52;0,95
56534.0;770;3,37;6,25;0,52;0,95
56534.5;760;3,37;6,26;0,52;0,95
56535.0;760;3,29;6,05;0,52;0,95
56535.5;750;3,27;5,99;0,50;0,97
56536.0;750;3,28;6,02;0,52;0,95
56536.5;750;3,23;5,89;0,50;0,97
56537.0;740;3,19;5,78;0,50;0,95
56537.5;740;3,26;5,97;0,50;0,97
56538.0;740;3,30;6,11;0,52;0,95
56538.5;720;3,67;6,93;0,55;0,93
56539.0;720;3,58;6,73;0,55;0,95
56539.5;760;7,75;12,20;0,89;0,93
56540.0;1300;3,63;6,84;0,49;0,93
56540.5;1460;2,91;5,85;0,63;0,80
56541.0;2220;9,23;14,13;1,00;0,89
56541.5;2190;6,44;10,74;0,76;0,95
56542.0;1700;6,44;11,04;0,76;0,92
56542.5;1740;4,37;8,26;0,57;0,92
56543.0;1860;3,66;7,08;0,47;0,92
56543.5;1880;2,18;4,16;0,28;0,95
56544.0;1850;1,97;3,99;0,24;0,98
56544.5;1830;0,00;0,00;0,26;0,98
56545.0;1520;2,65;4,77;0,34;0,93
56545.5;1180;2,76;4,91;0,37;0,95
56546.0;910;2,84;5,09;0,41;0,95
56546.5;870;2,87;5,16;0,41;0,95
56547.0;850;2,93;5,28;0,42;0,95
56547.5;820;8,82;13,02;0,99;0,95
56548.0;1410;5,63;10,09;0,70;0,90
56548.5;2030;5,17;9,61;0,60;0,90
56549.0;2030;4,99;9,36;0,36;1,17
56549.5;1990;2,95;4,71;0,36;1,11
56550.0;1220;2,87;5,25;0,37;0,93
56550.5;970;3,05;5,66;0,39;0,93
56551.0;870;2,99;5,49;0,42;0,93
56551.5;840;3,01;5,45;0,42;0,95
56552.0;820;3,11;5,73;0,45;0,93
56552.5;860;4,62;8,59;0,60;0,93
56553.0;1240;3,87;7,51;0,50;0,93
56553.5;1730;4,14;8,14;0,50;0,89
56554.0;1970;9,54;14,56;0,99;0,90
56554.5;2630;6,33;10,86;0,73;0,93
56555.0;2230;7,78;12,41;0,89;0,92
56555.5;1990;7,80;12,67;0,92;0,90
56556.0;1940;5,99;10,52;0,78;0,92
56556.5;2200;4,99;9,35;0,62;0,90
56557.0;2350;3,48;6,69;0,44;0,92
56557.5;2440;2,64;4,78;0,28;0,98
56558.0;2420;0,00;0,00;0,28;0,98
56558.5;1930;2,68;4,84;0,34;0,93
56559.0;1280;2,57;4,62;0,33;0,95
56559.5;1350;2,05;4,08;0,28;0,93
56560.0;1450;2,04;4,07;0,26;0,93
56560.5;1420;2,07;4,11;0,28;0,93
56561.0;1350;2,13;4,19;0,28;0,93
56561.5;1290;2,23;4,30;0,31;0,93
56562.0;1250;2,32;4,36;0,33;0,93
56562.5;1190;2,42;4,44;0,34;0,95
56563.0;1150;2,43;4,45;0,34;0,95
56563.5;1070;2,44;4,47;0,36;0,95
56564.0;1030;2,55;4,59;0,37;0,95
56564.5;990;2,74;4,87;0,41;0,93
56565.0;960;5,37;9,63;0,68;0,92
56565.5;960;5,61;9,97;0,73;0,93
56566.0;1020;5,31;9,55;0,71;0,93
56566.5;1070;3,37;6,34;0,54;0,98
56567.0;1100;2,70;4,71;0,42;0,97
56567.5;1090;2,31;4,31;0,37;0,95
56568.0;1070;2,24;4,23;0,34;0,95
56568.5;1050;2,36;4,37;0,34;0,95
56569.0;1020;2,41;4,43;0,36;0,95
56569.5;990;2,53;4,57;0,37;0,95
56570.0;920;2,76;4,91;0,41;0,97
56570.5;860;2,84;4,98;0,42;0,95
56571.0;810;2,97;5,29;0,44;0,97
56571.5;790;3,04;5,41;0,44;0,97
56572.0;790;3,64;6,89;0,62;0,93
56572.5;830;5,47;9,58;0,73;0,95
56573.0;840;5,17;9,05;0,71;0,95
56573.5;870;4,77;8,59;0,68;0,93
56574.0;930;4,43;8,05;0,63;0,97
56574.5;1050;2,71;4,67;0,39;0,98
56575.0;1260;2,24;4,23;0,33;0,95
56575.5;1160;2,39;4,41;0,36;0,95
56576.0;1000;3,09;5,66;0,49;0,95
56576.5;950;3,24;5,95;0,50;0,95
56577.0;910;3,22;5,83;0,50;0,95
56577.5;920;2,88;5,07;0,45;0,97
56578.0;920;2,79;4,86;0,44;0,95
56578.5;920;2,79;4,88;0,44;0,97
56579.0;900;2,65;4,62;0,44;0,97
56579.5;900;2,62;4,58;0,42;0,97
56580.0;900;2,86;5,13;0,45;0,93
56580.5;900;3,94;7,49;0,58;0,93
56581.0;910;4,37;8,08;0,62;0,95
56581.5;930;3,96;7,48;0,57;0,97
56582.0;960;2,69;4,67;0,42;0,97
56582.5;960;2,67;4,63;0,41;0,97
56583.0;940;2,62;4,58;0,41;0,95
56583.5;900;2,76;4,80;0,41;0,95
56584.0;870;2,87;5,07;0,42;0,95
56584.5;840;2,95;5,29;0,44;0,95
56585.0;810;3,04;5,50;0,44;0,95
56585.5;790;3,12;5,71;0,45;0,95
56586.0;760;3,28;6,06;0,47;0,95
56586.5;760;4,30;8,14;0,58;0,93
56587.0;770;4,79;8,65;0,68;0,97
56587.5;800;4,69;8,53;0,68;0,95
56588.0;840;4,50;8,18;0,66;0,95
56588.5;910;4,09;7,67;0,63;0,95
56589.0;940;3,14;5,58;0,52;0,98
56589.5;950;2,60;4,55;0,42;0,97
56590.0;930;2,59;4,55;0,42;0,95
56590.5;920;2,58;4,54;0,41;0,95
56591.0;890;2,76;4,87;0,42;0,95
56591.5;860;2,82;5,04;0,44;0,95
56592.0;830;2,89;5,16;0,45;0,95
56592.5;820;2,92;5,23;0,45;0,95
56593.0;810;3,02;5,37;0,45;0,97
56593.5;810;3,53;6,74;0,52;0,93
56594.0;810;3,64;6,86;0,55;0,95
56594.5;810;3,28;5,95;0,50;0,97
56595.0;810;3,07;5,48;0,49;0,97
56595.5;810;3,14;5,74;0,49;0,95
56596.0;810;3,18;5,83;0,49;0,95
56596.5;810;3,26;5,98;0,49;0,97
56597.0;810;3,22;5,91;0,49;0,95
56597.5;810;3,18;5,78;0,49;0,95
56598.0;810;3,45;6,44;0,50;0,95
56598.5;820;4,10;7,75;0,58;0,95
56599.0;830;4,72;8,65;0,66;0,93
56599.5;870;4,82;8,69;0,70;0,95
56600.0;920;4,61;8,41;0,68;0,93
56600.5;990;4,18;7,82;0,63;0,95
56601.0;1020;4,05;7,64;0,62;0,95
56601.5;1060;3,72;7,03;0,57;0,95
56602.0;1090;3,56;6,74;0,57;0,93
56602.5;1140;3,61;6,90;0,55;0,95
56603.0;1160;3,54;6,64;0,54;0,95
56603.5;1190;3,69;7,10;0,52;0,93
56604.0;1210;3,69;7,11;0,52;0,93
56604.5;1230;3,71;7,14;0,50;0,93
56605.0;1260;3,59;6,89;0,50;0,93
56605.5;1290;3,43;6,52;0,47;0,93
56606.0;1320;3,52;6,71;0,45;0,93
56606.5;1320;3,33;6,17;0,42;0,95
56607.0;1320;2,91;5,28;0,37;0,93
56607.5;1310;2,99;5,52;0,39;0,93
56608.0;1310;3,16;5,91;0,41;0,93
56608.5;1320;3,13;5,84;0,41;0,93
56609.0;1320;3,17;5,93;0,41;0,93
56609.5;1330;3,55;6,81;0,44;0,92
56610.0;1350;4,13;7,96;0,50;0,92
56610.5;1370;4,17;8,04;0,52;0,92
56611.0;1420;3,91;7,65;0,52;0,92
56611.5;1450;3,81;7,44;0,52;0,92
56612.0;1520;4,34;8,28;0,57;0,92
56612.5;1560;4,18;8,05;0,55;0,92
56613.0;1590;3,64;6,98;0,49;0,93
56613.5;1640;3,54;6,77;0,45;0,93
56614.0;1660;3,05;5,60;0,37;0,95
56614.5;1640;2,03;4,05;0,26;0,93
56615.0;1630;2,03;4,06;0,26;0,93
56615.5;1620;1,01;2,03;0,28;0,98
56616.0;1620;1,79;3,19;0,28;0,97
56616.5;1560;2,87;5,33;0,34;0,92
56617.0;1500;3,13;5,83;0,39;0,93
56617.5;1510;2,89;5,30;0,37;0,93
56618.0;1520;2,66;4,81;0,36;0,95
56618.5;1550;2,64;4,78;0,34;0,93
56619.0;1560;2,70;4,86;0,36;0,93
56619.5;1590;2,84;5,18;0,36;0,93
56620.0;1610;3,07;5,71;0,37;0,93
56620.5;1630;2,94;5,39;0,36;0,93
56621.0;1660;2,83;5,16;0,33;0,93
56621.5;1680;2,70;4,86;0,31;0,93
56622.0;1700;2,64;4,78;0,31;0,93
56622.5;1720;2,60;4,74;0,31;0,93
56623.0;1740;2,67;4,82;0,31;0,93
56623.5;1780;2,67;4,82;0,31;0,93
56624.0;1790;2,69;4,84;0,29;0,93
56624.5;1820;2,53;4,65;0,29;0,93
56625.0;1810;2,16;4,14;0,26;0,95
56625.5;1830;2,12;4,17;0,24;0,93
56626.0;1810;2,11;4,16;0,23;0,98
56626.5;1780;0,00;0,00;0,24;1,00
56627.0;1700;0,00;0,00;0,24;1,00
56627.5;1800;2,25;4,14;0,24;0,95
56628.0;1710;2,37;4,47;0,24;0,93
56628.5;1690;2,64;4,84;0,29;0,92
56629.0;1720;2,93;5,39;0,34;0,93
56629.5;1750;2,77;4,95;0,33;0,95
56630.0;1770;2,60;4,74;0,31;0,93
56630.5;1800;2,94;5,45;0,33;0,92
56631.0;1860;3,61;6,99;0,41;0,92
56631.5;1890;3,29;6,19;0,37;0,92
56632.0;1940;2,75;4,94;0,33;0,93
56632.5;1940;2,21;4,19;0,24;0,95
56633.0;1960;2,34;4,43;0,24;0,93
56633.5;1950;2,47;4,58;0,24;0,98
56634.0;1900;0,00;0,00;0,24;1,00
56634.5;1820;0,00;0,00;0,24;1,00
56635.0;1770;0,00;0,00;0,24;1,00
56635.5;1920;2,17;4,13;0,24;0,93
56636.0;1800;2,08;4,12;0,24;0,93
56636.5;1800;2,04;4,08;0,24;0,93
56637.0;1820;2,04;4,07;0,24;0,93
56637.5;1820;1,98;4,01;0,24;0,93
56638.0;1820;2,03;4,06;0,24;0,93
56638.5;1870;2,59;4,72;0,33;0,93
56639.0;1840;2,62;4,76;0,33;0,93
56639.5;1900;2,68;4,83;0,33;0,93
56640.0;1920;2,70;4,86;0,31;0,93
56640.5;1940;2,65;4,79;0,31;0,93
56641.0;1930;2,18;4,24;0,26;0,93
56641.5;1950;2,11;4,16;0,24;0,93
56642.0;1920;2,37;4,46;0,24;0,98
56642.5;1880;0,00;0,00;0,24;1,00
56643.0;1810;0,00;0,00;0,24;1,00
56643.5;1750;0,00;0,00;0,24;1,00
56644.0;1920;0,66;1,12;0,23;1,01
56644.5;1770;4,57;8,83;0,47;0,89
56645.0;1850;8,47;13,60;0,86;0,90
56645.5;2010;8,08;13,00;0,89;0,89
56646.0;2200;7,99;12,91;0,87;0,89
56646.5;2370;6,94;11,79;0,76;0,90
56647.0;2610;5,82;10,60;0,63;0,89
56647.5;2720;4,77;9,05;0,54;0,90
56648.0;2840;3,90;7,78;0,42;0,90
56648.5;2890;3,20;6,15;0,36;0,90
56649.0;2920;2,84;5,25;0,28;0,92
56649.5;2930;2,47;4,65;0,23;0,90
56650.0;2910;2,41;4,55;0,23;0,92
56650.5;2890;2,46;4,61;0,24;0,92
56651.0;2880;2,58;4,76;0,26;0,92
